,betaInP,omega,gen,w,dist
0,0.23152466707653824,0.011543798519046421,2.0,0.0020124827758240343,2090534.0
0,0.23406508925700598,0.03447539986269029,2.0,0.0018039090566806882,7976785.0
0,0.6353411598573837,0.02061819700774091,2.0,0.0017765549637924014,4392262.0
0,0.4673545073343234,0.007984394292414283,2.0,0.0019452854252488055,1489112.0
0,0.34151530344145176,0.025122295083265814,2.0,0.0017235534873321129,5489166.0
0,0.010363380542715406,0.0140742388654189,2.0,0.002409701419488429,2498410.0
0,0.6067016351586396,0.005398758494427572,2.0,0.002063441327507011,1107887.0
0,0.4774371150339715,0.005168908671105817,2.0,0.0020243090273920294,1085820.0
0,0.7829537715333462,0.03606132185626107,2.0,0.001885713932773817,8725346.0
0,0.3196940038412031,0.009933385275047687,2.0,0.001958301103651742,1721861.0
0,0.8520578060538835,0.03843309096765667,2.0,0.0020189985769775067,9374265.0
0,0.6331135833787426,0.009748538965951015,2.0,0.0019639706042976993,1808362.0
0,0.5017040951526968,0.020727126755309182,2.0,0.001719791825565178,4330486.0
0,0.19223736072554437,0.0383566728858084,2.0,0.001878647273475691,9106211.0
0,0.24814074471535283,0.0011090570324148643,2.0,0.002310900646443025,829195.0
0,0.6373239716836618,0.003904570297119227,2.0,0.002136125801018986,967466.0
0,0.10128763988934064,0.03210673217097531,2.0,0.002005597600443398,7205230.0
0,0.04487983292015701,0.014438453182494707,2.0,0.0023051265443677534,2615304.0
0,0.17277650888072055,0.026381376267847725,2.0,0.0018928548380631044,5782729.0
0,0.15916362802507483,0.03355123811046037,2.0,0.0019043257033876904,7731143.0
0,0.2484171260475145,0.03453714787303744,2.0,0.001788008513248481,8031463.0
0,0.662989695435753,0.0032498857966921715,2.0,0.002183983538757165,826655.0
0,0.9993944119316535,0.032785578772617244,2.0,0.002369669235608075,7832249.0
0,0.9728307233666611,0.03349655664472263,2.0,0.0022885591051932776,8175992.0
0,0.5265077372608589,0.03307898006342572,2.0,0.0016689543733442748,7742874.0
0,0.15562145210088907,0.02654602580346828,2.0,0.0019189735575784496,5706852.0
0,0.4431012477390735,0.02620040853011554,2.0,0.0016788796595899181,5867759.0
0,0.34275082927061656,0.033080642234842035,2.0,0.0017051676955873792,7659381.0
0,0.42172385546862506,0.0408417607885051,2.0,0.0017123928925545126,9782345.0
0,0.38584251198110475,0.00045528063051990947,2.0,0.0022087890591342583,800185.0
0,0.5990721495129704,0.0209530570476815,2.0,0.001749614700771783,4432181.0
0,0.9254128778187356,0.0008788837414398717,2.0,0.002828769806599913,897776.0
0,0.8902563636577312,0.023204349741423137,2.0,0.002117529646588426,5128625.0
0,0.8855334311297591,0.012382060949974282,2.0,0.002295342418199873,2331707.0
0,0.07173776683247857,0.03912834327815046,2.0,0.0021049727035651164,9055974.0
0,0.05341824086429092,0.03471777457363956,2.0,0.0021170346550577947,8051848.0
0,0.8072092518667753,0.014753906952184016,2.0,0.0020765630392319662,2839880.0
0,0.7267243069430742,0.0014623643892398962,2.0,0.0023337466482238663,817736.0
0,0.8251178037627683,0.03446728218264253,2.0,0.0019481208287932966,8248695.0
0,0.1312462291625935,0.025335166891204103,2.0,0.001967677725533384,5515142.0
0,0.24402825733509165,0.013522495493263984,2.0,0.0019551558821015104,2490465.0
0,0.638687011747932,0.03645250519972011,2.0,0.0017304732933629138,8793182.0
0,0.009065970168603055,0.0164462596503354,2.0,0.002362560466178825,3046381.0
0,0.7144663584068991,0.01932298725350335,2.0,0.0018664365270990727,4031806.0
0,0.5953962817773741,0.012203918898209792,2.0,0.001882575930006664,2289962.0
0,0.2403193452287017,0.010597914545724375,2.0,0.002023288832474758,1872223.0
0,0.27468843633166296,0.016488122821494897,2.0,0.0018693567852818471,3211420.0
0,0.11763816656898718,0.0011592713032672322,2.0,0.0025511173647391043,804248.0
0,0.5706741094187445,0.03180110804038488,2.0,0.0016812588600702099,7469955.0
0,0.17724735627636712,0.03793137578101356,2.0,0.0018974666729870528,8841789.0
0,0.10730661322516538,0.030176247264419843,2.0,0.0019938048538283696,6815690.0
0,0.16764148249393385,0.022118641788784477,2.0,0.0019330922103416902,4472810.0
0,0.21106735497437557,0.01486718693728454,2.0,0.0019716765884398284,2802227.0
0,0.1593420697743667,0.026584032103727336,2.0,0.0019127743911626714,5848507.0
0,0.8285959702865091,0.03212793224783241,2.0,0.0019503450667214877,7697760.0
0,0.9988050863206771,0.008896889529700455,2.0,0.0027482942881460653,1627044.0
0,0.6353325214934024,0.022430267591201824,2.0,0.0017582511544305909,4882404.0
0,0.26103447253815426,0.018349761620094676,2.0,0.0018559015116528608,3700772.0
0,0.2227500688776102,0.013739571872656287,2.0,0.001977471582308331,2546216.0
0,0.18285706526343842,0.027477322103139898,2.0,0.0018728370227309007,6009559.0
0,0.850775700690975,0.005744972458695999,2.0,0.00241241307336908,1136658.0
0,0.7116925862299049,0.025348787816124596,2.0,0.001804852259548525,5727860.0
0,0.15837215392827514,0.014637742461866507,2.0,0.00205719555850021,2765403.0
0,0.5941785587622431,0.037328227707949246,2.0,0.0017077658860270802,8860499.0
0,0.5205633063847929,0.021393179525379384,2.0,0.0017158728736081353,4574771.0
0,0.7114430142076532,0.004089962054662829,2.0,0.002213527653713988,997008.0
0,0.38052290756949975,0.032805624174494105,2.0,0.001685070344245528,7628675.0
0,0.28836152554922967,0.0006978414482384405,2.0,0.0022775602431034272,809070.0
0,0.4871942276950591,0.00818690217601024,2.0,0.001940247408095022,1457562.0
0,0.4659599192611041,0.017548458173491106,2.0,0.001757384051678351,3547893.0
0,0.7134860805111614,0.005888403888274877,2.0,0.0021567440234045504,1132582.0
0,0.63094982259369,0.010424163157445598,2.0,0.001946118078564659,1898952.0
0,0.743251797199125,0.03097414271009548,2.0,0.0018216446154794461,7345825.0
0,0.9012716778772987,0.03466007316615782,2.0,0.0021034491302474798,8363355.0
0,0.8431938323914279,0.0066325755123158615,2.0,0.002364099532843874,1293561.0
0,0.6254416253026471,0.007164714722473628,2.0,0.0020255695122695593,1322839.0
0,0.42939325885228075,0.01650187166552488,2.0,0.0017774093528674488,3204961.0
0,0.1474068589576626,0.027622100596695058,2.0,0.0019276893180946132,6033272.0
0,0.46449611558983106,0.00622370306750846,2.0,0.0019934896263554386,1144413.0
0,0.9831068435071436,0.020952738880531376,2.0,0.002397330228035494,4556194.0
0,0.2505260084819074,0.011806589947535633,2.0,0.0019832878913348946,2124455.0
0,0.6930730217056149,0.021274808428580427,2.0,0.0018199947232489268,4595505.0
0,0.7902692239908653,0.03593845850224053,2.0,0.0018962364794511452,8761651.0
0,0.10670131941914524,0.03925303990902513,2.0,0.0020316074461090156,9133461.0
0,0.4465153967726318,0.031067072340781016,2.0,0.0016653152774492386,7217053.0
0,0.8065385458583589,0.009681079065447563,2.0,0.002195053091458846,1814008.0
0,0.6720457948066013,0.029892575926974693,2.0,0.0017471889884862423,6941028.0
0,0.14996452839937469,0.03916628460091345,2.0,0.0019510208281443688,9224841.0
0,0.7403645619925765,0.025137017489852302,2.0,0.0018400683969690638,5626101.0
0,0.8244636141118713,0.0037004844123551374,2.0,0.0024280356397793734,996625.0
0,0.20391938931298925,0.023468172458485828,2.0,0.0018679992446909433,4948970.0
0,0.8729546415383028,0.03379366747207867,2.0,0.002038457921051854,8031034.0
0,0.008478784067067507,0.014600406593867861,2.0,0.002403226771662122,2691160.0
0,0.3605240545532189,0.024739520179699423,2.0,0.001715126155033735,5369568.0
0,0.8411837985214141,0.005638171388215402,2.0,0.0023938907031442608,1134306.0
0,0.5318469624922919,0.03247207124731541,2.0,0.001669403362716915,7632178.0
0,0.8978597246951309,0.003164057102648655,2.0,0.00263727112369891,986592.0
0,0.5055297615044034,0.03935571588491032,2.0,0.0016936908294277607,9360400.0
0,0.8008763769235823,0.031099977061769722,2.0,0.001903669823627893,7357783.0
0,0.7643575945030182,0.035634999000344086,2.0,0.0018571558791695847,8474198.0
0,0.979948824904173,0.033376102183094204,2.0,0.0023096557190709494,8001008.0
0,0.6447241848044641,0.026093548948069128,2.0,0.0017385125534222189,5849203.0
0,0.6101268740690382,0.030442204625868424,2.0,0.0017012430499626383,6991410.0
0,0.24119610456853596,0.008128551769096291,2.0,0.0020854978853937847,1436982.0
0,0.02771019225170218,0.017638282663367782,2.0,0.0022879465510921675,3358990.0
0,0.978977734581028,0.031243075595372944,2.0,0.0023055364220827294,7496983.0
0,0.846281504463367,0.0008842407477820946,2.0,0.0025979841513102363,926184.0
0,0.717936686439957,0.024071510513763418,2.0,0.0018209781760230473,5411562.0
0,0.862084314523191,0.0334452830323486,2.0,0.0020153657978147377,7997799.0
0,0.6668225721883388,0.027723852681754233,2.0,0.0017487389052114298,6412527.0
0,0.4415826997133809,0.034142700054790774,2.0,0.0016693761189791954,8060864.0
0,0.41587563825339574,0.022517701610067435,2.0,0.0017097762192591019,4845151.0
0,0.1622082551242985,0.018055376475293365,2.0,0.00199226388607823,3502824.0
0,0.5669250144549811,0.0340230391887254,2.0,0.0016826287172224835,7971551.0
0,0.4189669742076018,0.0012720991934538827,2.0,0.0021640469705929226,866950.0
0,0.5423034423050089,0.03938479004269822,2.0,0.0017009791789867443,9471232.0
0,0.1040108736802739,0.014115842806508138,2.0,0.0021719808758581716,2622297.0
0,0.2333727605976194,0.0168043976896625,2.0,0.0019098670626974726,3274464.0
0,0.7093192308511833,0.021118667212522424,2.0,0.001839037327388444,4547358.0
0,0.013559265757218497,0.03514205897693335,2.0,0.002220877286887113,8124602.0
0,0.2554344490495105,0.0018004334814114107,2.0,0.002274139039747595,817221.0
0,0.720596899934151,0.005796437892400908,2.0,0.0021693556710949274,1205736.0
0,0.027101295169097872,0.0019507190621989579,2.0,0.002770404599320218,797122.0
0,0.2856707494701856,0.024233329051569854,2.0,0.0017713549638220497,5269837.0
0,0.7689613971694923,0.008798684879294305,2.0,0.002152974158550269,1638051.0
0,0.4997618729054842,0.0052548243691147856,2.0,0.0020233139896076217,1079541.0
0,0.7425777684950341,0.02056103250798614,2.0,0.0018855789162387112,4377503.0
0,0.102445859059835,0.03938561790719571,2.0,0.0020414328600280663,9218720.0
0,0.5143073679421463,0.02894173879329951,2.0,0.0016687863489653705,6662238.0
0,0.15898303480134057,0.0372336885230553,2.0,0.0019212579661427366,8707842.0
0,0.310731235521105,0.010408118328206487,2.0,0.0019544592825865305,1848258.0
0,0.15436584149700178,0.012142923014187429,2.0,0.0021170030098911718,2107494.0
0,0.9765515744464153,0.0395334272297506,2.0,0.0023362884456148815,9741507.0
0,0.28664748014469993,0.025914822251452727,2.0,0.0017599542982152472,5686081.0
0,0.3247152293726009,0.005326886582190302,2.0,0.002079863977087097,1055145.0
0,0.6821504870741677,0.011213805407337966,2.0,0.001975126826709002,2082623.0
0,0.6150552782748941,0.024726629613974187,2.0,0.0017264792828303923,5418117.0
0,0.8743972005388629,0.03779242515094124,2.0,0.0020599743337095444,9204612.0
0,0.7459203986944583,0.01283027095662061,2.0,0.0020182068878968843,2449756.0
0,0.0619509142598883,0.03300754549838246,2.0,0.0020914971870621543,7460410.0
0,0.9840534513409045,0.027688534754879764,2.0,0.0023323245506711816,6459648.0
0,0.37969014909957116,0.03357531723468103,2.0,0.0016867406785710385,7829690.0
0,0.9831990218779034,0.018898284285880248,2.0,0.002431083702875047,4051485.0
0,0.8471379726145652,0.0275438823194684,2.0,0.0019946031761191195,6411159.0
0,0.13939419740485348,0.008409016635558288,2.0,0.002242145734125843,1415096.0
0,0.34259368157778,0.010899616707567889,2.0,0.0019192293696778495,1948759.0
0,0.4428608506090488,0.008228448407482828,2.0,0.0019414922274589618,1454731.0
0,0.522696826953114,0.01673268802152829,2.0,0.001773730252162174,3354609.0
0,0.8426544824484421,0.011261931393606772,2.0,0.002225640246561268,2131204.0
0,0.4647287355168419,0.0036760362092860613,2.0,0.0020716687788204127,940132.0
0,0.5053540632479238,0.029944419093403916,2.0,0.001665607246864943,6792941.0
0,0.8123657556095205,0.00593474338006366,2.0,0.002321254190420785,1226821.0
0,0.2992334129304496,0.015476488337944697,2.0,0.001863106839569985,3010322.0
0,0.38137821514235176,0.035952250258992305,2.0,0.0016936291340774055,8605797.0
0,0.9551090337877277,0.03971190934129233,2.0,0.002275150503277488,9619556.0
0,0.4836776782715886,0.005118682757325806,2.0,0.0020260191191782705,1104812.0
0,0.3684433028270738,0.014709475104058444,2.0,0.001828635966739369,2821763.0
0,0.7790466008372485,0.03286512274953769,2.0,0.0018706800633846454,8007509.0
0,0.8538624372106234,0.01218821508545662,2.0,0.0022265111753375284,2342752.0
0,0.5131229319048858,0.0016811281513945467,2.0,0.002144503871007638,853443.0
0,0.3566657471528989,0.024067859262080556,2.0,0.0017217643046205705,5136924.0
0,0.4409633139589304,0.023506046264879843,2.0,0.001696245816060061,5122015.0
0,0.7836435043102576,0.018065783915370684,2.0,0.001978599733474922,3681363.0
0,0.20479543433034014,0.018833780082181565,2.0,0.0019171325374571979,3744601.0
0,0.9759459164185327,0.03197184109460568,2.0,0.0022961531205972553,7668021.0
0,0.0683121668815424,0.023849212107668438,2.0,0.0021065599359804395,5012573.0
0,0.2804036224353496,0.03466897780187549,2.0,0.00175649117418968,8101325.0
0,0.41562716260311605,0.0121683756261727,2.0,0.0018573825467570223,2198436.0
0,0.09257164349059477,0.015320245088532613,2.0,0.002172230629885492,2855518.0
0,0.6726186534653364,0.009640711770356454,2.0,0.002002809531935814,1801109.0
0,0.38115646631827027,0.0032862351070612424,2.0,0.0021082245644334866,881022.0
0,0.9345792606615183,0.03150289052667088,2.0,0.0021806569691594146,7567778.0
0,0.6495649711820373,0.039097330921667436,2.0,0.001754622713361772,9465003.0
0,0.3296598501947031,0.0232510543448924,2.0,0.0017444142052402732,5008509.0
0,0.5575205003238308,0.03993939654165718,2.0,0.0017100229776179146,9591382.0
0,0.46391716038629804,0.005885446266061818,2.0,0.0020033006574105127,1165910.0
0,0.0005493763079280622,0.009342367183118224,2.0,0.002570034472277921,1502269.0
0,0.11771971194870108,0.03402332562977403,2.0,0.0019778045263847345,7829748.0
0,0.8086614666897171,0.026455220625768796,2.0,0.0019313717707222914,6134964.0
0,0.5136139713318446,0.01205404384400934,2.0,0.0018543749177573488,2237847.0
0,0.776640689547129,0.016529392199379114,2.0,0.001992488193401223,3246829.0
0,0.31510565984415384,0.009651908775663291,2.0,0.0019688027925614227,1657454.0
0,0.9817678258337539,0.03185833022861685,2.0,0.0023137433925689973,7475442.0
0,0.946544533171058,0.010805826527328324,2.0,0.002507202711767474,2008534.0
0,0.34209946777453704,0.003264394209163017,2.0,0.0021334008318230407,869972.0
0,0.24983209068954565,0.028283462229142135,2.0,0.0017858062588444821,6363442.0
0,0.08995219884284628,0.03867101063332086,2.0,0.0020608362760941505,9076971.0
0,0.015999703838137577,0.00014016819734566713,2.0,0.0028962069892443073,781269.0
0,0.5254470378168286,0.016461074360889824,2.0,0.0017784179696423493,3241165.0
0,0.8603966285186979,0.03464883929833201,2.0,0.002015053558037454,8363071.0
0,0.5189935817353779,0.01422431810959336,2.0,0.0018138983120559269,2791952.0
0,0.1465733130151164,0.028419091653031723,2.0,0.001926306819102963,6295777.0
0,0.7492435993819198,0.01754916559911664,2.0,0.001935678702789637,3662936.0
0,0.9067668866367226,0.030719540984699967,2.0,0.002112295317986046,7291887.0
0,0.3399237677097196,0.01664699239978588,2.0,0.0018137485934484503,3245067.0
0,0.4272100307463469,0.02989006402868717,2.0,0.0016699376512094436,6862221.0
0,0.46454555342192577,0.019136159088668094,2.0,0.0017367988046706998,3845177.0
0,0.9314392996231786,0.036151468011510826,2.0,0.002183838212410989,8886472.0
0,0.3122417841513004,0.013031901614852263,2.0,0.001896829983874393,2401031.0
0,0.3809621973645274,0.03712420194257519,2.0,0.001699586980007714,8745217.0
0,0.7910199653372076,0.030447179007554913,2.0,0.0018888772187620638,7218275.0
0,0.08136979203396316,0.014333796200610083,2.0,0.002217541475788414,2713633.0
0,0.34702984857451663,0.02142981521622292,2.0,0.0017496814456561872,4480691.0
0,0.06969067960291708,0.02944534133357645,2.0,0.0020735949928445824,6543038.0
0,0.10350330849687056,0.029951057060790806,2.0,0.0020015591777380196,6691475.0
0,0.5090189624179103,0.017840903952925917,2.0,0.0017554868279740757,3683971.0
0,0.827586654478357,0.03222918985952846,2.0,0.0019485960913257605,7647034.0
0,0.9430245694964481,0.0016616325772357,2.0,0.002850344417041495,890719.0
0,0.1423043788190197,0.016347353244102747,2.0,0.0020540856269088805,3143833.0
0,0.08604238719122811,0.006638160697217412,2.0,0.0024161501506532036,1145599.0
0,0.3405297761965649,0.006005205395355991,2.0,0.0020472370749421123,1182424.0
0,0.2407699228002307,0.026731603126417407,2.0,0.0018017156786892924,5818700.0
0,0.8662224922041231,0.029244593378606763,2.0,0.0020259712530990713,6853158.0
0,0.6223525735260771,0.004905674322724485,2.0,0.0020906448725421995,1030114.0
0,0.006219712935128574,0.021694845564959642,2.0,0.00228743953003251,4420272.0
0,0.9500953539755028,0.026658088999507466,2.0,0.002239104183032073,6157719.0
0,0.37772490259706504,0.037834193519504594,2.0,0.0017051958147477227,8906291.0
0,0.6129266859035445,0.00028303878280860895,2.0,0.0022485008104515744,873520.0
0,0.4022823009895174,0.008443347829970698,2.0,0.0019468572182379789,1472577.0
0,0.6985737455004651,0.0028776202435357653,2.0,0.0022395807900773656,903949.0
0,0.2781466607193095,0.01717907095470914,2.0,0.0018553985528824105,3311895.0
0,0.7491580167137897,0.009720724955270363,2.0,0.002096945339575976,1765386.0
0,0.6149452827357774,0.021587167193665418,2.0,0.0017525182580995168,4651194.0
0,0.05983902674946967,0.040102267625313034,2.0,0.002142552268818969,9503172.0
0,0.2772197321575154,0.040142348613995196,2.0,0.0017929518326243689,9501278.0
0,0.35789018240960735,0.0014391869208715737,2.0,0.0021876232818833956,839285.0
0,0.9365195672568665,0.0015764213414146792,2.0,0.0028320070045726032,943311.0
0,0.6514848894852788,0.018700791895831542,2.0,0.001812416132990519,3800325.0
0,0.03721059292056195,0.02538692952171928,2.0,0.00216897228450186,5438952.0
0,0.7865707308830707,0.02812567937574875,2.0,0.0018881595400182258,6503090.0
0,0.26353849575051125,0.0028454167531713065,2.0,0.0022249843737524627,868073.0
0,0.5013417110962256,0.01087109248976894,2.0,0.001877609310143716,1974445.0
0,0.27474218453223215,0.018706791444899763,2.0,0.0018372724879119472,3786297.0
0,0.33528702708979735,0.004053074436227152,2.0,0.002112078309689705,933901.0
0,0.0553623939427742,0.005480599472423542,2.0,0.0025381043290093157,1032194.0
0,0.5147808245861786,0.018323327207650376,2.0,0.001749972089268488,3679342.0
0,0.5968490403119305,0.004841177929125759,2.0,0.0020740691532878178,1006385.0
0,0.30891015178605624,0.022199538265756862,2.0,0.0017685363025115334,4685549.0
0,0.03236969693297486,0.021464348202169803,2.0,0.002218951617742915,4350138.0
0,0.5245000702564879,0.031271563056515204,2.0,0.0016674554268282674,7237794.0
0,0.6637446407987342,0.035671771209757626,2.0,0.0017465343791580566,8494403.0
0,0.19110383871517742,0.015087505586872734,2.0,0.0019962158817314565,2811318.0
0,0.8969762869851101,0.033724517217921246,2.0,0.0020909307846371417,8188088.0
0,0.3077203566872298,0.02762047268595722,2.0,0.0017347835809752598,6167332.0
0,0.7333222931363569,0.022535874039568745,2.0,0.0018526332628504166,4911053.0
0,0.2691348666101888,0.014424540439302795,2.0,0.0019101014453575252,2665626.0
0,0.6364929457264109,0.03686423312334902,2.0,0.001730944507353223,8855675.0
0,0.8946846224517153,0.03254171451574062,2.0,0.002083889586998026,7884729.0
0,0.11485641581774786,0.031428729529467625,2.0,0.001978744480351244,7124061.0
0,0.5208196509679788,0.011901264253361927,2.0,0.0018589623284297613,2166252.0
0,0.8133029568220351,0.037407243320597965,2.0,0.0019412361528557056,9163233.0
0,0.08972143438654909,0.025936252974237663,2.0,0.0020444635144238952,5678299.0
0,0.5526256895300163,0.04009569919680564,2.0,0.0017096800207142913,9668121.0
0,0.27358023914815344,0.035766922842368126,2.0,0.0017671398863219594,8348458.0
0,0.9020884313097997,0.0030000673351116697,2.0,0.0026567803241752085,970164.0
0,0.6478744271156867,0.01972998308303748,2.0,0.0017964348872091507,4233660.0
0,0.4110268198252207,0.03227726752204384,2.0,0.0016733448437765781,7442789.0
0,0.7311154679722172,0.03960005987664832,2.0,0.00183875747827873,9639833.0
0,0.7256254478461306,0.03814168157995137,2.0,0.0018214072602604433,9283307.0
0,0.2889956692921924,0.029727187738538115,2.0,0.0017445942214289537,6730793.0
0,0.7652892886348557,0.0036372505530918465,2.0,0.0023133807246541577,962308.0
0,0.03124069120429504,0.032281105795386345,2.0,0.002164797948924758,7312772.0
0,0.9867140285116174,0.010548751981945,2.0,0.002648257834232476,1987529.0
0,0.49108505844017,0.036707123943311604,2.0,0.0016760494616260418,8671117.0
0,0.3354500765663435,0.0377673071515254,2.0,0.001728225536599116,8961711.0
0,0.46546185204499,0.0005246918048357196,2.0,0.0021838932652623708,851817.0
0,0.5267117205218322,0.015335169940395344,2.0,0.0017965447894595869,3011276.0
0,0.7653677906577181,0.003579838169408149,2.0,0.002315638947602361,956125.0
0,0.7139454819400994,0.029317451523663912,2.0,0.0017897823135171755,6879434.0
0,0.11918809352044683,0.035961233933508245,2.0,0.0019833120144973474,8294523.0
0,0.6776523994377922,0.036262763557909306,2.0,0.0017612079451858936,8714640.0
0,0.8002903684156378,0.0344750663758286,2.0,0.0019064974597968274,8337602.0
0,0.6736641162461882,0.033740773032541076,2.0,0.0017492428273018497,8032703.0
0,0.1649094220107366,0.017870801792414057,2.0,0.0019906080746890206,3515166.0
0,0.542251983316701,0.017993232998174763,2.0,0.0017608623568539019,3633951.0
0,0.13411491309526713,0.03961510479822144,2.0,0.0019828626510689016,9303962.0
0,0.3595406809317089,0.025724934825632012,2.0,0.0017097505669532488,5594784.0
0,0.8883580396096391,0.029708558744495708,2.0,0.0020720095785401837,7018109.0
0,0.38560721999670255,0.03836964139823511,2.0,0.0017051965965166763,9207840.0
0,0.9186141952013172,0.022162752892624708,2.0,0.0021974693317820975,4898860.0
0,0.04799346324575818,0.011491493247481395,2.0,0.002368033307298612,1936671.0
0,0.6898114175237551,0.015450331598436893,2.0,0.0018980875451924343,2989270.0
0,0.5026010856428017,0.03450041117533303,2.0,0.0016683469142891353,8186295.0
0,0.46762931900008253,0.03421884445621398,2.0,0.001666743807647226,8072627.0
0,0.9294018269970741,0.02363701541734664,2.0,0.002208857673836132,5295600.0
0,0.17293174770266748,0.029396988233146657,2.0,0.0018818147701935102,6648751.0
0,0.8513964463523118,0.009084929258444584,2.0,0.002305139202956802,1701316.0
0,0.37222742815181276,0.002140421040148043,2.0,0.0021530293398956887,809207.0
0,0.06900422877698564,0.02589988116693951,2.0,0.0020896837527275337,5700621.0
0,0.12145362348983674,0.019588095977573945,2.0,0.0020429256329064843,3903601.0
0,0.09586898530247767,0.03370402068904288,2.0,0.0020196888291017082,7722342.0
0,0.4524219217852833,0.013311194734429977,2.0,0.0018275955635361485,2470245.0
0,0.9653702167176887,0.003859059309217379,2.0,0.002827087893773268,1033285.0
0,0.8989634466473241,0.03670226259451423,2.0,0.00210747005695436,8930642.0
0,0.3587415914216599,0.006996190773175304,2.0,0.0020066887170978784,1261785.0
0,0.8287725629941283,0.03375329666812808,2.0,0.0019527523889497054,8120372.0
0,0.553855271300968,0.013440071171666,2.0,0.0018382760001259741,2551674.0
0,0.16735746135849633,0.02338900440146422,2.0,0.0019217618733240903,4983967.0
0,0.07236251181843753,0.03928462366114583,2.0,0.0021050599315061667,9113484.0
0,0.7806544412470534,0.03885117445186505,2.0,0.0018993790451560999,9416142.0
0,0.6078817348838215,0.025413190024527545,2.0,0.001717809077080061,5673918.0
0,0.24460891718501965,0.02136085280881413,2.0,0.0018375924523438432,4432623.0
0,0.09022040769712342,0.011696525517959758,2.0,0.002258108163928337,2070909.0
0,0.9037464755164802,0.012293545392345492,2.0,0.0023438478700163316,2312478.0
0,0.33711333134007515,0.01739057802894526,2.0,0.001804622633128365,3447422.0
0,0.43701685161585835,0.02623779129716351,2.0,0.0016797080728972902,5876861.0
0,0.2311646987998872,0.03936906782285675,2.0,0.001835785457448658,9119555.0
0,0.0630425860470914,0.011093676280269915,2.0,0.0023393672238894905,1917536.0
0,0.06963300160386393,0.01282450290811012,2.0,0.002279304523269753,2275806.0
0,0.8160428269888371,0.022987603817767054,2.0,0.00197085317040651,5120616.0
0,0.16780877388974214,0.022505689613589213,2.0,0.0019290472054657413,4779537.0
0,0.30231216883445267,0.002635546618879379,2.0,0.0021896614206329715,871459.0
0,0.6201819470613453,0.0131007798240728,2.0,0.0018804633129103142,2475506.0
0,0.5093258940724168,0.016059795546693564,2.0,0.0017815410755742363,3189153.0
0,0.4376540272905166,0.016738236656101715,2.0,0.0017722343083765076,3300197.0
0,0.1376472821049595,0.0367572262447238,2.0,0.00195428841855698,8614781.0
0,0.05311348467600957,0.024535990870345088,2.0,0.002136282316079271,5222465.0
0,0.7801264247437658,0.025573200649436814,2.0,0.0018917856216078717,5773821.0
0,0.9442005022119542,0.023302480419765185,2.0,0.0022520817719449892,5255243.0
0,0.06983533061350122,0.02003050560149667,2.0,0.0021454966496394336,4074197.0
0,0.3230800596858077,0.03821598587309058,2.0,0.001739614738120929,9100735.0
0,0.773629405863072,0.029121381931389252,2.0,0.0018657491226062417,6865610.0
0,0.7347147258032142,0.014861495736981135,2.0,0.001962000887042196,2922749.0
0,0.9185088438761746,0.001601884781711218,2.0,0.0027710316915711434,855071.0
0,0.19433920787964692,0.013625128530729919,2.0,0.0020195808110619203,2488967.0
0,0.6572900075036815,0.026200755182883586,2.0,0.0017478042552802834,5934663.0
0,0.04498992476590624,0.033308496758575765,2.0,0.002132479563152854,7535233.0
0,0.9682070207094878,0.027840563637503424,2.0,0.0022837611492319593,6541897.0
0,0.40539439691727036,0.028634165013029764,2.0,0.0016784816832076733,6409505.0
0,0.605013222145917,0.023179821217086033,2.0,0.0017320688415017305,5064178.0
0,0.35712771073396665,0.018144357599695408,2.0,0.0017820286144659405,3619071.0
0,0.2180773590841209,0.003343708489509111,2.0,0.0022694818422022145,857847.0
0,0.2737164204118212,0.004567729089651928,2.0,0.0021535896709879592,971594.0
0,0.1836587271942226,0.0006675686308932512,2.0,0.002432580469938446,778621.0
0,0.4483475128644489,0.023688544651075803,2.0,0.0016937884656036497,5094558.0
0,0.5985021052011437,0.031746747534454355,2.0,0.0016941637190430285,7458066.0
0,0.3702052669328448,0.011025390286752222,2.0,0.0019000176492116837,2020178.0
0,0.019439245803738348,0.018204691572825497,2.0,0.0023009238626461714,3593142.0
0,0.34005802270612423,0.010717221185026757,2.0,0.0019250389777342508,1904282.0
0,0.9333732889424926,0.03372866171003042,2.0,0.002179616598258384,8178739.0
0,0.3606958836712226,0.0009226447886286973,2.0,0.002205337453814045,768611.0
0,0.8164829962939575,0.021117785519461512,2.0,0.0019919463434208986,4537350.0
0,0.0024369332909302543,0.0224847192099779,2.0,0.002289031553696546,4671663.0
0,0.19409122252680186,0.018001166808101904,2.0,0.0019438839945390863,3568357.0
0,0.47275328095640545,0.021946546434107355,2.0,0.001706480850079202,4785979.0
0,0.058900714532853046,0.01784436286323904,2.0,0.002204314865065764,3395480.0
0,0.8722819044736831,0.034922410260580225,2.0,0.0020403670651728215,8393077.0
0,0.46243080162535843,0.003767361809089438,2.0,0.002068818405130335,909076.0
0,0.7748037541389352,0.038897832414530153,2.0,0.0018911262343937916,9577750.0
0,0.3349113077047062,0.0335088162422081,2.0,0.0017108816819383771,7784571.0
0,0.13005966682228023,0.01842198968473093,2.0,0.0020431769144433377,3677503.0
0,0.40802282049244365,0.03984296779870352,2.0,0.0017077930396304061,9453683.0
0,0.8420137197191765,0.012750883883836373,2.0,0.0021875447678789575,2440128.0
