,holding_id,destination,distance,originID,destID,size_origin,size_destination
2190,35171134,35171135,2169,4,17,213,126
2191,35133024,35171135,13753,5,17,126,126
2192,35133089,35171135,11616,6,17,160,126
2193,35133186,35171135,12432,7,17,309,126
2194,35171192,35171135,1016,11,17,69,126
2195,35171235,35171135,1076,13,17,517,126
2196,35133061,35171135,14767,16,17,34,126
2197,35171135,35171135,0,17,17,126,126
2198,35133229,35171135,13753,19,17,101,126
2199,35133029,35171135,12153,22,17,590,126
2200,35133380,35171135,14696,26,17,250,126
2201,35171048,35171135,2538,31,17,251,126
2202,35171060,35171135,1609,32,17,800,126
2203,35133044,35171135,12580,34,17,146,126
2204,35171240,35171135,690,42,17,283,126
2205,35171267,35171135,4025,43,17,101,126
2206,35171063,35171135,1599,45,17,273,126
2207,35171038,35171135,1471,46,17,167,126
2208,35133075,35171135,13548,47,17,210,126
2209,35171193,35171135,2457,55,17,211,126
2210,35171020,35171135,1438,59,17,2,126
2211,35133339,35171135,12104,62,17,223,126
2212,35171208,35171135,3242,65,17,107,126
2213,35133170,35171135,10847,66,17,137,126
2214,35133227,35171135,12423,68,17,23,126
2215,35133418,35171135,11358,70,17,5,126
2216,35133038,35171135,13319,73,17,469,126
2217,35133340,35171135,12516,74,17,271,126
2218,35133033,35171135,14214,75,17,450,126
2219,35171250,35171135,4309,77,17,196,126
2220,35171008,35171135,2023,78,17,214,126
2221,35171159,35171135,774,79,17,1031,126
2222,35133346,35171135,13508,80,17,489,126
2223,35188048,35171135,14701,82,17,10,126
2224,35171241,35171135,1556,84,17,840,126
2225,35133364,35171135,13340,85,17,180,126
2226,35171160,35171135,2982,87,17,284,126
2227,35171056,35171135,1400,91,17,1,126
2228,35171283,35171135,1016,94,17,150,126
2229,35133389,35171135,14131,95,17,291,126
2230,35171107,35171135,2457,100,17,174,126
2231,35133049,35171135,14659,102,17,219,126
2232,35133379,35171135,11736,104,17,519,126
2233,35133331,35171135,12837,106,17,162,126
2234,35133058,35171135,13374,108,17,169,126
2235,35133009,35171135,12920,110,17,237,126
2236,35133081,35171135,10925,112,17,1,126
2237,35133387,35305165,13649,0,83,2,236
2238,35331013,35305165,11690,1,83,88,236
2239,35340004,35305165,4021,3,83,499,236
2240,35133024,35305165,12466,5,83,126,236
2241,35133089,35305165,14116,6,83,160,236
2242,35133186,35305165,11482,7,83,309,236
2243,35133375,35305165,8612,8,83,211,236
2244,35331130,35305165,12180,9,83,64,236
2245,35133382,35305165,8656,10,83,265,236
2246,35133356,35305165,3654,12,83,74,236
2247,35340005,35305165,4547,14,83,402,236
2248,35331008,35305165,11901,15,83,150,236
2249,35133061,35305165,9143,16,83,34,236
2250,35133371,35305165,11448,18,83,258,236
2251,35133229,35305165,12466,19,83,101,236
2252,35133220,35305165,11570,20,83,121,236
2253,35133057,35305165,3969,21,83,322,236
2254,35133029,35305165,11810,22,83,590,236
2255,35331036,35305165,11565,23,83,9,236
2256,35133048,35305165,3969,24,83,1181,236
2257,35331082,35305165,13479,25,83,152,236
2258,35133380,35305165,9006,26,83,250,236
2259,35188007,35305165,13189,27,83,102,236
2260,35331077,35305165,12134,28,83,221,236
2261,35331028,35305165,11530,29,83,6,236
2262,35340003,35305165,2733,30,83,1029,236
2263,35331012,35305165,9415,33,83,386,236
2264,35133044,35305165,12800,34,83,146,236
2265,35133168,35305165,8909,35,83,54,236
2266,35133014,35305165,9618,36,83,206,236
2267,35133292,35305165,3917,37,83,140,236
2268,35340094,35305165,2113,38,83,1200,236
2269,35331084,35305165,12699,39,83,166,236
2270,35305149,35305165,1147,40,83,321,236
2271,35331086,35305165,9074,41,83,2,236
2272,35133360,35305165,4639,44,83,213,236
2273,35133075,35305165,13242,47,83,210,236
2274,35133388,35305165,5783,48,83,8,236
2275,35133273,35305165,8163,49,83,50,236
2276,35133310,35305165,11448,50,83,227,236
2277,35340139,35305165,4567,51,83,2,236
2278,35331122,35305165,12999,52,83,184,236
2279,35188059,35305165,12438,53,83,288,236
2280,35340065,35305165,5964,54,83,449,236
2281,35331074,35305165,11031,56,83,234,236
2282,35133395,35305165,3969,57,83,344,236
2283,35133336,35305165,7583,58,83,1870,236
2284,35133314,35305165,4828,60,83,994,236
2285,35133026,35305165,8548,61,83,130,236
2286,35133339,35305165,11826,62,83,223,236
2287,35331018,35305165,11773,63,83,103,236
2288,35331067,35305165,13377,64,83,184,236
2289,35133170,35305165,14791,66,83,137,236
2290,35133293,35305165,8831,67,83,193,236
2291,35133227,35305165,13543,68,83,23,236
2292,35133372,35305165,10341,69,83,128,236
2293,35133418,35305165,14955,70,83,5,236
2294,35340141,35305165,1878,71,83,192,236
2295,35340079,35305165,3163,72,83,260,236
2296,35133038,35305165,10419,73,83,469,236
2297,35133340,35305165,14224,74,83,271,236
2298,35133033,35305165,11495,75,83,450,236
2299,35331014,35305165,13146,76,83,361,236
2300,35133346,35305165,11547,80,83,489,236
2301,35133046,35305165,8909,81,83,106,236
2302,35188048,35305165,13453,82,83,10,236
2303,35305165,35305165,0,83,83,236,236
2304,35133364,35305165,10727,85,83,180,236
2305,35133039,35305165,10238,86,83,284,236
2306,35133012,35305165,6152,88,83,74,236
2307,35133200,35305165,7549,89,83,305,236
2308,35133254,35305165,9325,90,83,161,236
2309,35133165,35305165,7858,92,83,13,236
2310,35331010,35305165,13029,93,83,237,236
2311,35133389,35305165,10090,95,83,291,236
2312,35133355,35305165,9526,96,83,17,236
2313,35331005,35305165,12317,97,83,129,236
2314,35133344,35305165,4691,98,83,87,236
2315,35133394,35305165,5249,99,83,333,236
2316,35340078,35305165,3521,101,83,301,236
2317,35133049,35305165,13030,102,83,219,236
2318,35331089,35305165,10120,103,83,3,236
2319,35133379,35305165,14510,104,83,519,236
2320,35331095,35305165,14177,105,83,3,236
2321,35133331,35305165,11916,106,83,162,236
2322,35331004,35305165,12202,107,83,267,236
2323,35133058,35305165,10254,108,83,169,236
2324,35340012,35305165,6321,109,83,640,236
2325,35133009,35305165,11112,110,83,237,236
2326,35133390,35305165,11485,111,83,103,236
2327,35133387,35133331,2881,0,106,2,162
2328,35331013,35133331,10452,1,106,88,162
2329,35171272,35133331,12970,2,106,85,162
2330,35340004,35133331,13670,3,106,499,162
2331,35171134,35133331,11882,4,106,213,162
2332,35133024,35133331,1990,5,106,126,162
2333,35133089,35133331,2299,6,106,160,162
2334,35133186,35133331,1809,7,106,309,162
2335,35133375,35133331,3740,8,106,211,162
2336,35331130,35133331,11107,9,106,64,162
2337,35133382,35133331,6499,10,106,265,162
2338,35171192,35133331,12017,11,106,69,162
2339,35133356,35133331,8279,12,106,74,162
2340,35171235,35133331,13908,13,106,517,162
2341,35340005,35133331,14873,14,106,402,162
2342,35331008,35133331,12796,15,106,150,162
2343,35133061,35133331,3018,16,106,34,162
2344,35171135,35133331,12837,17,106,126,162
2345,35133371,35133331,2688,18,106,258,162
2346,35133229,35133331,1990,19,106,101,162
2347,35133220,35133331,2781,20,106,121,162
2348,35133057,35133331,8414,21,106,322,162
2349,35133029,35133331,5787,22,106,590,162
2350,35331036,35133331,9798,23,106,9,162
2351,35133048,35133331,8414,24,106,1181,162
2352,35331082,35133331,12193,25,106,152,162
2353,35133380,35133331,3589,26,106,250,162
2354,35188007,35133331,7090,27,106,102,162
2355,35331077,35133331,7566,28,106,221,162
2356,35331028,35133331,8417,29,106,6,162
2357,35340003,35133331,11415,30,106,1029,162
2358,35171048,35133331,10326,31,106,251,162
2359,35171060,35133331,12291,32,106,800,162
2360,35331012,35133331,8177,33,106,386,162
2361,35133044,35133331,1116,34,106,146,162
2362,35133168,35133331,3163,35,106,54,162
2363,35133014,35133331,2845,36,106,206,162
2364,35133292,35133331,8905,37,106,140,162
2365,35340094,35133331,12520,38,106,1200,162
2366,35331084,35133331,11346,39,106,166,162
2367,35305149,35133331,10976,40,106,321,162
2368,35331086,35133331,8109,41,106,2,162
2369,35171240,35133331,13140,42,106,283,162
2370,35133360,35133331,7792,44,106,213,162
2371,35171063,35133331,11347,45,106,273,162
2372,35171038,35133331,13459,46,106,167,162
2373,35133075,35133331,2630,47,106,210,162
2374,35133388,35133331,8370,48,106,8,162
2375,35133273,35133331,3766,49,106,50,162
2376,35133310,35133331,2688,50,106,227,162
2377,35340139,35133331,11914,51,106,2,162
2378,35331122,35133331,7499,52,106,184,162
2379,35188059,35133331,6123,53,106,288,162
2380,35340065,35133331,12827,54,106,449,162
2381,35171193,35133331,14570,55,106,211,162
2382,35331074,35133331,9813,56,106,234,162
2383,35133395,35133331,8414,57,106,344,162
2384,35133336,35133331,5204,58,106,1870,162
2385,35171020,35133331,14275,59,106,2,162
2386,35133314,35133331,9092,60,106,994,162
2387,35133026,35133331,7900,61,106,130,162
2388,35133339,35133331,1792,62,106,223,162
2389,35331018,35133331,12438,63,106,103,162
2390,35331067,35133331,12845,64,106,184,162
2391,35171208,35133331,9886,65,106,107,162
2392,35133170,35133331,2890,66,106,137,162
2393,35133293,35133331,7801,67,106,193,162
2394,35133227,35133331,2008,68,106,23,162
2395,35133372,35133331,2309,69,106,128,162
2396,35133418,35133331,3206,70,106,5,162
2397,35340141,35133331,11895,71,106,192,162
2398,35340079,35133331,11585,72,106,260,162
2399,35133038,35133331,2664,73,106,469,162
2400,35133340,35133331,2928,74,106,271,162
2401,35133033,35133331,1668,75,106,450,162
2402,35331014,35133331,11198,76,106,361,162
2403,35171250,35133331,14316,77,106,196,162
2404,35171008,35133331,11124,78,106,214,162
2405,35171159,35133331,13541,79,106,1031,162
2406,35133346,35133331,725,80,106,489,162
2407,35133046,35133331,3163,81,106,106,162
2408,35188048,35133331,3948,82,106,10,162
2409,35305165,35133331,11916,83,106,236,162
2410,35171241,35133331,12489,84,106,840,162
2411,35133364,35133331,1628,85,106,180,162
2412,35133039,35133331,2817,86,106,284,162
2413,35171160,35133331,11841,87,106,284,162
2414,35133012,35133331,9087,88,106,74,162
2415,35133200,35133331,8228,89,106,305,162
2416,35133254,35133331,6443,90,106,161,162
2417,35171056,35133331,13733,91,106,1,162
2418,35133165,35133331,7055,92,106,13,162
2419,35331010,35133331,10443,93,106,237,162
2420,35171283,35133331,12017,94,106,150,162
2421,35133389,35133331,1905,95,106,291,162
2422,35133355,35133331,6459,96,106,17,162
2423,35331005,35133331,7808,97,106,129,162
2424,35133344,35133331,7362,98,106,87,162
2425,35133394,35133331,6856,99,106,333,162
2426,35171107,35133331,14570,100,106,174,162
2427,35340078,35133331,11330,101,106,301,162
2428,35133049,35133331,3530,102,106,219,162
2429,35331089,35133331,6978,103,106,3,162
2430,35133379,35133331,2829,104,106,519,162
2431,35331095,35133331,13345,105,106,3,162
2432,35133331,35133331,0,106,106,162,162
2433,35331004,35133331,9411,107,106,267,162
2434,35133058,35133331,3394,108,106,169,162
2435,35340012,35133331,12512,109,106,640,162
2436,35133009,35133331,1540,110,106,237,162
2437,35133390,35133331,2919,111,106,103,162
2438,35133081,35133331,3636,112,106,1,162
2439,35133387,35133273,5704,0,49,2,50
2440,35331013,35133273,9075,1,49,88,50
2441,35340004,35133273,10020,3,49,499,50
2442,35133024,35133273,4482,5,49,126,50
2443,35133089,35133273,5956,6,49,160,50
2444,35133186,35133273,3761,7,49,309,50
2445,35133375,35133273,1782,8,49,211,50
2446,35331130,35133273,9764,9,49,64,50
2447,35133382,35133273,4416,10,49,265,50
2448,35133356,35133273,4552,12,49,74,50
2449,35340005,35133273,11196,14,49,402,50
2450,35331008,35133273,10974,15,49,150,50
2451,35133061,35133273,1603,16,49,34,50
2452,35133371,35133273,3782,18,49,258,50
2453,35133229,35133273,4482,19,49,101,50
2454,35133220,35133273,3935,20,49,121,50
2455,35133057,35133273,4692,21,49,322,50
2456,35133029,35133273,6270,22,49,590,50
2457,35331036,35133273,8523,23,49,9,50
2458,35133048,35133273,4692,24,49,1181,50
2459,35331082,35133273,11066,25,49,152,50
2460,35133380,35133273,2186,26,49,250,50
2461,35188007,35133273,7411,27,49,102,50
2462,35331077,35133273,7153,28,49,221,50
2463,35331028,35133273,7464,29,49,6,50
2464,35340003,35133273,7719,30,49,1029,50
2465,35171048,35133273,13645,31,49,251,50
2466,35331012,35133273,6302,33,49,386,50
2467,35133044,35133273,4642,34,49,146,50
2468,35133168,35133273,917,35,49,54,50
2469,35133014,35133273,1824,36,49,206,50
2470,35133292,35133273,5449,37,49,140,50
2471,35340094,35133273,8777,38,49,1200,50
2472,35331084,35133273,10142,39,49,166,50
2473,35305149,35133273,7209,40,49,321,50
2474,35331086,35133273,6091,41,49,2,50
2475,35133360,35133273,4323,44,49,213,50
2476,35171063,35133273,14630,45,49,273,50
2477,35133075,35133273,5307,47,49,210,50
2478,35133388,35133273,5093,48,49,8,50
2479,35133273,35133273,0,49,49,50,50
2480,35133310,35133273,3782,50,49,227,50
2481,35340139,35133273,8414,51,49,2,50
2482,35331122,35133273,7567,52,49,184,50
2483,35188059,35133273,6376,53,49,288,50
2484,35340065,35133273,9493,54,49,449,50
2485,35331074,35133273,8317,56,49,234,50
2486,35133395,35133273,4692,57,49,344,50
2487,35133336,35133273,2209,58,49,1870,50
2488,35133314,35133273,5619,60,49,994,50
2489,35133026,35133273,5671,61,49,130,50
2490,35133339,35133273,4081,62,49,223,50
2491,35331018,35133273,10650,63,49,103,50
2492,35331067,35133273,11514,64,49,184,50
2493,35171208,35133273,13412,65,49,107,50
2494,35133170,35133273,6629,66,49,137,50
2495,35133293,35133273,5709,67,49,193,50
2496,35133227,35133273,5417,68,49,23,50
2497,35133372,35133273,2438,69,49,128,50
2498,35133418,35133273,6809,70,49,5,50
2499,35340141,35133273,8149,71,49,192,50
2500,35340079,35133273,7926,72,49,260,50
2501,35133038,35133273,3098,73,49,469,50
2502,35133340,35133273,6167,74,49,271,50
2503,35133033,35133273,3484,75,49,450,50
2504,35331014,35133273,10206,76,49,361,50
2505,35171008,35133273,14607,78,49,214,50
2506,35133346,35133273,3390,80,49,489,50
2507,35133046,35133273,917,81,49,106,50
2508,35188048,35133273,5926,82,49,10,50
2509,35305165,35133273,8163,83,49,236,50
2510,35133364,35133273,2843,85,49,180,50
2511,35133039,35133273,2606,86,49,284,50
2512,35133012,35133273,5952,88,49,74,50
2513,35133200,35133273,5566,89,49,305,50
2514,35133254,35133273,4752,90,49,161,50
2515,35133165,35133273,4536,92,49,13,50
2516,35331010,35133273,9610,93,49,237,50
2517,35133389,35133273,2066,95,49,291,50
2518,35133355,35133273,4883,96,49,17,50
2519,35331005,35133273,7415,97,49,129,50
2520,35133344,35133273,3733,98,49,87,50
2521,35133394,35133273,3294,99,49,333,50
2522,35340078,35133273,7709,101,49,301,50
2523,35133049,35133273,5444,102,49,219,50
2524,35331089,35133273,5647,103,49,3,50
2525,35133379,35133273,6373,104,49,519,50
2526,35331095,35133273,12170,105,49,3,50
2527,35133331,35133273,3766,106,49,162,50
2528,35331004,35133273,8504,107,49,267,50
2529,35133058,35133273,3451,108,49,169,50
2530,35340012,35133273,9267,109,49,640,50
2531,35133009,35133273,3263,110,49,237,50
2532,35133390,35133273,3917,111,49,103,50
2533,35133081,35133273,7289,112,49,1,50
2534,35133387,35171159,13944,0,79,2,1031
2535,35171272,35171159,1878,2,79,85,1031
2536,35171134,35171159,2369,4,79,213,1031
2537,35133024,35171159,14410,5,79,126,1031
2538,35133089,35171159,12262,6,79,160,1031
2539,35133186,35171159,13174,7,79,309,1031
2540,35171192,35171159,1785,11,79,69,1031
2541,35171235,35171159,575,13,79,517,1031
2542,35171135,35171159,774,17,79,126,1031
2543,35133229,35171159,14410,19,79,101,1031
2544,35133029,35171159,12927,22,79,590,1031
2545,35171048,35171159,3285,31,79,251,1031
2546,35171060,35171159,1761,32,79,800,1031
2547,35133044,35171159,13256,34,79,146,1031
2548,35171240,35171159,507,42,79,283,1031
2549,35171267,35171159,3251,43,79,101,1031
2550,35171063,35171159,2372,45,79,273,1031
2551,35171038,35171159,1043,46,79,167,1031
2552,35133075,35171159,14179,47,79,210,1031
2553,35171193,35171159,1774,55,79,211,1031
2554,35171020,35171159,813,59,79,2,1031
2555,35133339,35171159,12844,62,79,223,1031
2556,35171208,35171159,3816,65,79,107,1031
2557,35133170,35171159,11487,66,79,137,1031
2558,35133227,35171159,13070,68,79,23,1031
2559,35133418,35171159,11971,70,79,5,1031
2560,35133038,35171159,14073,73,79,469,1031
2561,35133340,35171159,13131,74,79,271,1031
2562,35133033,35171159,14895,75,79,450,1031
2563,35171250,35171159,3898,77,79,196,1031
2564,35171008,35171159,2548,78,79,214,1031
2565,35171159,35171159,0,79,79,1031,1031
2566,35133346,35171159,14206,80,79,489,1031
2567,35171241,35171159,1626,84,79,840,1031
2568,35133364,35171159,14077,85,79,180,1031
2569,35171160,35171159,3089,87,79,284,1031
2570,35171056,35171159,795,91,79,1,1031
2571,35171283,35171159,1785,94,79,150,1031
2572,35133389,35171159,14864,95,79,291,1031
2573,35171107,35171159,1774,100,79,174,1031
2574,35133379,35171159,12359,104,79,519,1031
2575,35133331,35171159,13541,106,79,162,1031
2576,35133058,35171159,14136,108,79,169,1031
2577,35133009,35171159,13657,110,79,237,1031
2578,35133081,35171159,11527,112,79,1,1031
2579,35133387,35133340,823,0,74,2,271
2580,35331013,35133340,10112,1,74,88,271
2581,35171272,35133340,12180,2,74,85,271
2582,35171134,35133340,11127,4,74,213,271
2583,35133024,35133340,1775,5,74,126,271
2584,35133089,35133340,1237,6,74,160,271
2585,35133186,35133340,4588,7,74,309,271
2586,35133375,35133340,6581,8,74,211,271
2587,35331130,35133340,10683,9,74,64,271
2588,35133382,35133340,7255,10,74,265,271
2589,35171192,35133340,11861,11,74,69,271
2590,35133356,35133340,10689,12,74,74,271
2591,35171235,35133340,13584,13,74,517,271
2592,35331008,35133340,12643,15,74,150,271
2593,35133061,35133340,5838,16,74,34,271
2594,35171135,35133340,12516,17,74,126,271
2595,35133371,35133340,2997,18,74,258,271
2596,35133229,35133340,1775,19,74,101,271
2597,35133220,35133340,2931,20,74,121,271
2598,35133057,35133340,10447,21,74,322,271
2599,35133029,35133340,8401,22,74,590,271
2600,35331036,35133340,9441,23,74,9,271
2601,35133048,35133340,10447,24,74,1181,271
2602,35331082,35133340,11519,25,74,152,271
2603,35133380,35133340,6484,26,74,250,271
2604,35188007,35133340,5873,27,74,102,271
2605,35331077,35133340,6843,28,74,221,271
2606,35331028,35133340,7978,29,74,6,271
2607,35340003,35133340,13299,30,74,1029,271
2608,35171048,35133340,10183,31,74,251,271
2609,35171060,35133340,11632,32,74,800,271
2610,35331012,35133340,8489,33,74,386,271
2611,35133044,35133340,1814,34,74,146,271
2612,35133168,35133340,5337,35,74,54,271
2613,35133014,35133340,4611,36,74,206,271
2614,35133292,35133340,11570,37,74,140,271
2615,35340094,35133340,14520,38,74,1200,271
2616,35331084,35133340,10793,39,74,166,271
2617,35305149,35133340,13197,40,74,321,271
2618,35331086,35133340,8541,41,74,2,271
2619,35171240,35133340,12672,42,74,283,271
2620,35133360,35133340,10442,44,74,213,271
2621,35171063,35133340,11212,45,74,273,271
2622,35171038,35133340,12826,46,74,167,271
2623,35133075,35133340,1143,47,74,210,271
2624,35133388,35133340,9826,48,74,8,271
2625,35133273,35133340,6167,49,74,50,271
2626,35133310,35133340,2997,50,74,227,271
2627,35340139,35133340,13449,51,74,2,271
2628,35331122,35133340,6409,52,74,184,271
2629,35188059,35133340,5184,53,74,288,271
2630,35340065,35133340,14113,54,74,449,271
2631,35171193,35133340,13838,55,74,211,271
2632,35331074,35133340,9628,56,74,234,271
2633,35133395,35133340,10447,57,74,344,271
2634,35133336,35133340,6861,58,74,1870,271
2635,35171020,35133340,13923,59,74,2,271
2636,35133314,35133340,10711,60,74,994,271
2637,35133026,35133340,8525,61,74,130,271
2638,35133339,35133340,4444,62,74,223,271
2639,35331018,35133340,12278,63,74,103,271
2640,35331067,35133340,12291,64,74,184,271
2641,35171208,35133340,9317,65,74,107,271
2642,35133170,35133340,1776,66,74,137,271
2643,35133293,35133340,8335,67,74,193,271
2644,35133227,35133340,931,68,74,23,271
2645,35133372,35133340,3887,69,74,128,271
2646,35133418,35133340,1160,70,74,5,271
2647,35340141,35133340,13919,71,74,192,271
2648,35340079,35133340,13387,72,74,260,271
2649,35133038,35133340,5578,73,74,469,271
2650,35133340,35133340,0,74,74,271,271
2651,35133033,35133340,2729,75,74,450,271
2652,35331014,35133340,10491,76,74,361,271
2653,35171250,35133340,13100,77,74,196,271
2654,35171008,35133340,10591,78,74,214,271
2655,35171159,35133340,13131,79,74,1031,271
2656,35133346,35133340,2891,80,74,489,271
2657,35133046,35133340,5337,81,74,106,271
2658,35188048,35133340,2208,82,74,10,271
2659,35305165,35133340,14224,83,74,236,271
2660,35171241,35133340,11827,84,74,840,271
2661,35133364,35133340,4556,85,74,180,271
2662,35133039,35133340,4066,86,74,284,271
2663,35171160,35133340,10884,87,74,284,271
2664,35133012,35133340,10349,88,74,74,271
2665,35133200,35133340,9156,89,74,305,271
2666,35133254,35133340,6928,90,74,161,271
2667,35171056,35133340,13153,91,74,1,271
2668,35133165,35133340,8029,92,74,13,271
2669,35331010,35133340,9678,93,74,237,271
2670,35171283,35133340,11861,94,74,150,271
2671,35133389,35133340,4707,95,74,291,271
2672,35133355,35133340,6856,96,74,17,271
2673,35331005,35133340,7028,97,74,129,271
2674,35133344,35133340,9899,98,74,87,271
2675,35133394,35133340,9443,99,74,333,271
2676,35171107,35133340,13838,100,74,174,271
2677,35340078,35133340,13069,101,74,301,271
2678,35133049,35133340,2146,102,74,219,271
2679,35331089,35133340,7080,103,74,3,271
2680,35133379,35133340,808,104,74,519,271
2681,35331095,35133340,12639,105,74,3,271
2682,35133331,35133340,2928,106,74,162,271
2683,35331004,35133340,8809,107,74,267,271
2684,35133058,35133340,6293,108,74,169,271
2685,35340012,35133340,13703,109,74,640,271
2686,35133009,35133340,4442,110,74,237,271
2687,35133390,35133340,3072,111,74,103,271
2688,35133081,35133340,1633,112,74,1,271
2689,35133387,35133418,1978,0,70,2,5
2690,35331013,35133418,11272,1,70,88,5
2691,35171272,35133418,11027,2,70,85,5
2692,35171134,35133418,9971,4,70,213,5
2693,35133024,35133418,2719,5,70,126,5
2694,35133089,35133418,914,6,70,160,5
2695,35133186,35133418,4568,7,70,309,5
2696,35133375,35133418,6945,8,70,211,5
2697,35331130,35133418,11841,9,70,64,5
2698,35133382,35133418,8333,10,70,265,5
2699,35171192,35133418,10710,11,70,69,5
2700,35133356,35133418,11361,12,70,74,5
2701,35171235,35133418,12425,13,70,517,5
2702,35331008,35133418,13803,15,70,150,5
2703,35133061,35133418,6224,16,70,34,5
2704,35171135,35133418,11358,17,70,126,5
2705,35133371,35133418,4020,18,70,258,5
2706,35133229,35133418,2719,19,70,101,5
2707,35133220,35133418,3977,20,70,121,5
2708,35133057,35133418,11270,21,70,322,5
2709,35133029,35133418,8101,22,70,590,5
2710,35331036,35133418,10601,23,70,9,5
2711,35133048,35133418,11270,24,70,1181,5
2712,35331082,35133418,12666,25,70,152,5
2713,35133380,35133418,6772,26,70,250,5
2714,35188007,35133418,7000,27,70,102,5
2715,35331077,35133418,7999,28,70,221,5
2716,35331028,35133418,9138,29,70,6,5
2717,35340003,35133418,14182,30,70,1029,5
2718,35171048,35133418,9036,31,70,251,5
2719,35171060,35133418,10474,32,70,800,5
2720,35331012,35133418,9623,33,70,386,5
2721,35133044,35133418,2175,34,70,146,5
2722,35133168,35133418,6049,35,70,54,5
2723,35133014,35133418,5422,36,70,206,5
2724,35133292,35133418,12094,37,70,140,5
2725,35331084,35133418,11947,39,70,166,5
2726,35305149,35133418,13962,40,70,321,5
2727,35331086,35133418,9665,41,70,2,5
2728,35171240,35133418,11511,42,70,283,5
2729,35171267,35133418,14627,43,70,101,5
2730,35133360,35133418,10975,44,70,213,5
2731,35171063,35133418,10064,45,70,273,5
2732,35171038,35133418,11667,46,70,167,5
2733,35133075,35133418,2256,47,70,210,5
2734,35133388,35133418,10802,48,70,8,5
2735,35133273,35133418,6809,49,70,50,5
2736,35133310,35133418,4020,50,70,227,5
2737,35340139,35133418,14425,51,70,2,5
2738,35331122,35133418,7544,52,70,184,5
2739,35188059,35133418,6337,53,70,288,5
2740,35171193,35133418,12683,55,70,211,5
2741,35331074,35133418,10788,56,70,234,5
2742,35133395,35133418,11270,57,70,344,5
2743,35133336,35133418,7759,58,70,1870,5
2744,35171020,35133418,12763,59,70,2,5
2745,35133314,35133418,11655,60,70,994,5
2746,35133026,35133418,9629,61,70,130,5
2747,35133339,35133418,4349,62,70,223,5
2748,35331018,35133418,13439,63,70,103,5
2749,35331067,35133418,13443,64,70,184,5
2750,35171208,35133418,8157,65,70,107,5
2751,35133170,35133418,823,66,70,137,5
2752,35133293,35133418,9448,67,70,193,5
2753,35133227,35133418,1429,68,70,23,5
2754,35133372,35133418,4708,69,70,128,5
2755,35133418,35133418,0,70,70,5,5
2756,35340141,35133418,14759,71,70,192,5
2757,35340079,35133418,14295,72,70,260,5
2758,35133038,35133418,5680,73,70,469,5
2759,35133340,35133418,1160,74,70,271,5
2760,35133033,35133418,3552,75,70,450,5
2761,35331014,35133418,11638,76,70,361,5
2762,35171250,35133418,11987,77,70,196,5
2763,35171008,35133418,9431,78,70,214,5
2764,35171159,35133418,11971,79,70,1031,5
2765,35133346,35133418,3421,80,70,489,5
2766,35133046,35133418,6049,81,70,106,5
2767,35188048,35133418,3350,82,70,10,5
2768,35305165,35133418,14955,83,70,236,5
2769,35171241,35133418,10669,84,70,840,5
2770,35133364,35133418,4773,85,70,180,5
2771,35133039,35133418,4977,86,70,284,5
2772,35171160,35133418,9739,87,70,284,5
2773,35133012,35133418,11368,88,70,74,5
2774,35133200,35133418,10224,89,70,305,5
2775,35133254,35133418,8036,90,70,161,5
2776,35171056,35133418,11994,91,70,1,5
2777,35133165,35133418,9081,92,70,13,5
2778,35331010,35133418,10824,93,70,237,5
2779,35171283,35133418,10710,94,70,150,5
2780,35133389,35133418,5106,95,70,291,5
2781,35133355,35133418,7972,96,70,17,5
2782,35331005,35133418,8180,97,70,129,5
2783,35133344,35133418,10501,98,70,87,5
2784,35133394,35133418,10014,99,70,333,5
2785,35171107,35133418,12683,100,70,174,5
2786,35340078,35133418,13993,101,70,301,5
2787,35133049,35133418,3307,102,70,219,5
2788,35331089,35133418,8222,103,70,3,5
2789,35133379,35133418,464,104,70,519,5
2790,35331095,35133418,13781,105,70,3,5
2791,35133331,35133418,3206,106,70,162,5
2792,35331004,35133418,9964,107,70,267,5
2793,35133058,35133418,6340,108,70,169,5
2794,35340012,35133418,14749,109,70,640,5
2795,35133009,35133418,4561,110,70,237,5
2796,35133390,35133418,4127,111,70,103,5
2797,35133081,35133418,519,112,70,1,5
2798,35133387,35133355,6044,0,96,2,17
2799,35331013,35133355,4231,1,96,88,17
2800,35340004,35133355,9313,3,96,499,17
2801,35133024,35133355,5356,5,96,126,17
2802,35133089,35133355,7519,6,96,160,17
2803,35133186,35133355,7635,7,96,309,17
2804,35133375,35133355,6650,8,96,211,17
2805,35331130,35133355,4919,9,96,64,17
2806,35133382,35133355,874,10,96,265,17
2807,35133356,35133355,6989,12,96,74,17
2808,35340005,35133355,10554,14,96,402,17
2809,35331008,35133355,6378,15,96,150,17
2810,35133061,35133355,6282,16,96,34,17
2811,35133371,35133355,4056,18,96,258,17
2812,35133229,35133355,5356,19,96,101,17
2813,35133220,35133355,4056,20,96,121,17
2814,35133057,35133355,5649,21,96,322,17
2815,35133029,35133355,10998,22,96,590,17
2816,35331036,35133355,3649,23,96,9,17
2817,35133048,35133355,5649,24,96,1181,17
2818,35331082,35133355,6191,25,96,152,17
2819,35133380,35133355,7012,26,96,250,17
2820,35188007,35133355,3663,27,96,102,17
2821,35331077,35133355,2711,28,96,221,17
2822,35331028,35133355,2629,29,96,6,17
